"refid","bin_mid","bin_width","total_biomass","block_ID","Location","Observer","Distance_time","Area","total_biomass_norm","log10bin_mid","log10w_norm"
"10min_ACS_13_1",96,64,2.53266965789193,"13_1_ACS","Fantome_Island","ACS","10min",78.5,0.0395729634045614,-0.158686150350032,-1.40260142655834
"10min_ACS_13_1",192,128,2.17363565789829,"13_1_ACS","Fantome_Island","ACS","10min",78.5,0.0169815285773304,0.142343845313949,-1.77002321969744
"10min_ACS_13_1",384,256,3.56674157039236,"13_1_ACS","Fantome_Island","ACS","10min",78.5,0.0139325842593452,0.443373840977931,-1.85596832180429
"10min_ACS_13_2",24,16,3.37584049065655,"13_2_ACS","Fantome_Island","ACS","10min",78.5,0.210990030666034,-0.760746141677994,-0.675738064745037
"10min_ACS_13_2",48,32,3.77431533891762,"13_2_ACS","Fantome_Island","ACS","10min",78.5,0.117947354341176,-0.459716146014013,-0.928311796261343
"10min_ACS_13_2",96,64,5.81812768671808,"13_2_ACS","Fantome_Island","ACS","10min",78.5,0.09090824510497,-0.158686150350032,-1.04139672578571
"10min_ACS_13_2",192,128,8.83519600509336,"13_2_ACS","Fantome_Island","ACS","10min",78.5,0.0690249687897919,0.142343845313949,-1.16099378105848
"10min_ACS_13_2",384,256,42.957517061764,"13_2_ACS","Fantome_Island","ACS","10min",78.5,0.167802801022516,0.443373840977931,-0.775200794052793
"10min_ACS_13_3",24,16,1.4808589834779,"13_3_ACS","Fantome_Island","ACS","10min",78.5,0.0925536864673685,-0.760746141677994,-1.0336062783638
"10min_ACS_13_3",48,32,0.504311847133758,"13_3_ACS","Fantome_Island","ACS","10min",78.5,0.0157597452229299,-0.459716146014013,-1.80245080773289
"10min_ACS_13_3",96,64,2.16982024645034,"13_3_ACS","Fantome_Island","ACS","10min",78.5,0.0339034413507865,-0.158686150350032,-1.46975621672901
"10min_ACS_13_3",192,128,6.405989595855,"13_3_ACS","Fantome_Island","ACS","10min",78.5,0.0500467937176172,0.142343845313949,-1.30062374066918
"10min_ACS_13_3",384,256,429.131550309268,"13_3_ACS","Fantome_Island","ACS","10min",78.5,1.67629511839558,0.443373840977931,0.224350480289352
"10min_ACS_13_4",12,8,0.373103720566389,"13_4_ACS","Fantome_Island","ACS","10min",78.5,0.0466379650707987,-1.06177613734198,-1.33126040717278
"10min_ACS_13_4",24,16,2.10931233821673,"13_4_ACS","Fantome_Island","ACS","10min",78.5,0.131832021138546,-0.760746141677994,-0.879979089630278
"10min_ACS_13_4",48,32,4.65203008157579,"13_4_ACS","Fantome_Island","ACS","10min",78.5,0.145375940049243,-0.459716146014013,-0.837507463961661
"10min_ACS_13_4",96,64,3.38045401141724,"13_4_ACS","Fantome_Island","ACS","10min",78.5,0.0528195939283944,-0.158686150350032,-1.27720494192757
"10min_ACS_13_4",192,128,9.01361219033521,"13_4_ACS","Fantome_Island","ACS","10min",78.5,0.0704188452369938,0.142343845313949,-1.15231110098287
"10min_ACS_14_1",24,16,0.720476942675159,"14_1_ACS","Fantome_Island","ACS","10min",78.5,0.0450298089171975,-0.760746141677994,-1.3464998959503
"10min_ACS_14_1",48,32,1.00862369426752,"14_1_ACS","Fantome_Island","ACS","10min",78.5,0.0315194904458599,-0.459716146014013,-1.50142081206891
"10min_ACS_14_1",96,64,18.5215521217295,"14_1_ACS","Fantome_Island","ACS","10min",78.5,0.289399251902024,-0.158686150350032,-0.538502595868132
"10min_ACS_14_1",192,128,52.1559104913149,"14_1_ACS","Fantome_Island","ACS","10min",78.5,0.407468050713397,0.142343845313949,-0.389906438317473
"10min_ACS_14_1",384,256,13.0967115982434,"14_1_ACS","Fantome_Island","ACS","10min",78.5,0.0511590296806381,0.443373840977931,-1.29107770126025
"10min_ACS_14_1",768,512,18.7813495489735,"14_1_ACS","Fantome_Island","ACS","10min",78.5,0.036682323337839,0.744403836641912,-1.43554316534529
"10min_ACS_14_2",24,16,0.330851464968153,"14_2_ACS","Fantome_Island","ACS","10min",78.5,0.0206782165605096,-0.760746141677994,-1.68448692067139
"10min_ACS_14_2",48,32,2.18679972888095,"14_2_ACS","Fantome_Island","ACS","10min",78.5,0.0683374915275297,-0.459716146014013,-1.16534096694414
"10min_ACS_14_2",96,64,57.3002668495998,"14_2_ACS","Fantome_Island","ACS","10min",78.5,0.895316669524996,-0.158686150350032,-0.0480233294852787
"10min_ACS_14_2",192,128,27.7982313670073,"14_2_ACS","Fantome_Island","ACS","10min",78.5,0.217173682554744,0.142343845313949,-0.66319280437669
"10min_ACS_14_2",384,256,12.7546961066248,"14_2_ACS","Fantome_Island","ACS","10min",78.5,0.0498230316665032,0.443373840977931,-1.30256984974261
"10min_ACS_14_3",24,16,2.79573201505362,"14_3_ACS","Fantome_Island","ACS","10min",78.5,0.174733250940852,-0.760746141677994,-0.757624442893182
"10min_ACS_14_3",48,32,5.3128056154455,"14_3_ACS","Fantome_Island","ACS","10min",78.5,0.166025175482672,-0.459716146014013,-0.779826052055143
"10min_ACS_14_3",96,64,2.80562747610258,"14_3_ACS","Fantome_Island","ACS","10min",78.5,0.0438379293141028,-0.158686150350032,-1.35814996795201
"10min_ACS_14_3",192,128,10.5058780934937,"14_3_ACS","Fantome_Island","ACS","10min",78.5,0.0820771726054195,0.142343845313949,-1.08577761255163
"10min_ACS_14_3",384,256,4.25156536887494,"14_3_ACS","Fantome_Island","ACS","10min",78.5,0.0166076772221677,0.443373840977931,-1.77969110446228
"10min_ACS_14_4",24,16,0.69434012965813,"14_4_ACS","Fantome_Island","ACS","10min",78.5,0.0433962581036331,-0.760746141677994,-1.36254771645533
"10min_ACS_14_4",48,32,3.35183485237985,"14_4_ACS","Fantome_Island","ACS","10min",78.5,0.10474483913687,-0.459716146014013,-0.979867365875694
"10min_ACS_14_4",96,64,16.7480333027259,"14_4_ACS","Fantome_Island","ACS","10min",78.5,0.261688020355092,-0.158686150350032,-0.582216158188404
"10min_ACS_14_4",192,128,2.70212226278951,"14_4_ACS","Fantome_Island","ACS","10min",78.5,0.0211103301780431,0.142343845313949,-1.6755049740168
"10min_ACS_15_1",24,16,1.40592121528206,"15_1_ACS","Orpheus_Island","ACS","10min",78.5,0.0878700759551287,-0.760746141677994,-1.05615899819326
"10min_ACS_15_1",48,32,4.45754139234138,"15_1_ACS","Orpheus_Island","ACS","10min",78.5,0.139298168510668,-0.459716146014013,-0.856054593633032
"10min_ACS_15_1",96,64,11.8589870067361,"15_1_ACS","Orpheus_Island","ACS","10min",78.5,0.185296671980251,-0.158686150350032,-0.732132380754454
"10min_ACS_15_1",192,128,72.2861710090165,"15_1_ACS","Orpheus_Island","ACS","10min",78.5,0.564735711007941,0.142343845313949,-0.248154748825324
"10min_ACS_15_1",384,256,5.76791587554526,"15_1_ACS","Orpheus_Island","ACS","10min",78.5,0.0225309213888487,0.443373840977931,-1.64722104769426
"10min_ACS_15_1",1536,1024,42.2841599467804,"15_1_ACS","Orpheus_Island","ACS","10min",78.5,0.0412931249480277,1.04543383230589,-1.38412224969176
"10min_ACS_15_1",3072,2048,194.747179563064,"15_1_ACS","Orpheus_Island","ACS","10min",78.5,0.0950913962710274,1.34646382796987,-1.0218587756078
"10min_ACS_15_2",24,16,0.571778939520903,"15_2_ACS","Orpheus_Island","ACS","10min",78.5,0.0357361837200565,-0.760746141677994,-1.44689182781846
"10min_ACS_15_2",48,32,8.08595116448096,"15_2_ACS","Orpheus_Island","ACS","10min",78.5,0.25268597389003,-0.459716146014013,-0.597418864258249
"10min_ACS_15_2",96,64,17.0232471262062,"15_2_ACS","Orpheus_Island","ACS","10min",78.5,0.265988236346972,-0.158686150350032,-0.575137570145507
"10min_ACS_15_2",192,128,36.3321143440257,"15_2_ACS","Orpheus_Island","ACS","10min",78.5,0.283844643312701,0.142343845313949,-0.546919297322616
"10min_ACS_15_2",384,256,25.1316923602046,"15_2_ACS","Orpheus_Island","ACS","10min",78.5,0.0981706732820493,0.443373840977931,-1.00801823048167
"10min_ACS_15_2",768,512,19.6195043479922,"15_2_ACS","Orpheus_Island","ACS","10min",78.5,0.0383193444296722,0.744403836641912,-1.41658192947375
"10min_ACS_15_2",3072,2048,89.0398477564985,"15_2_ACS","Orpheus_Island","ACS","10min",78.5,0.0434764881623528,1.34646382796987,-1.36174554354867
"10min_ACS_15_3",24,16,1.14355787904181,"15_3_ACS","Orpheus_Island","ACS","10min",78.5,0.0714723674401129,-0.760746141677994,-1.14586183215448
"10min_ACS_15_3",48,32,3.5301829299363,"15_3_ACS","Orpheus_Island","ACS","10min",78.5,0.11031821656051,-0.459716146014013,-0.95735276771863
"10min_ACS_15_3",96,64,10.3641675311505,"15_3_ACS","Orpheus_Island","ACS","10min",78.5,0.161940117674226,-0.158686150350032,-0.790645549478461
"10min_ACS_15_3",768,512,16.8046209059184,"15_3_ACS","Orpheus_Island","ACS","10min",78.5,0.0328215252068719,0.744403836641912,-1.48384124127386
"10min_ACS_15_4",24,16,1.80811694148966,"15_4_ACS","Orpheus_Island","ACS","10min",78.5,0.113007308843104,-0.760746141677994,-0.94689346724596
"10min_ACS_15_4",48,32,6.54788979804161,"15_4_ACS","Orpheus_Island","ACS","10min",78.5,0.2046215561888,-0.459716146014013,-0.689048616759167
"10min_ACS_15_4",96,64,5.91101439831981,"15_4_ACS","Orpheus_Island","ACS","10min",78.5,0.092359599973747,-0.158686150350032,-1.03451795675931
"10min_ACS_15_4",1536,1024,14.2112368979416,"15_4_ACS","Orpheus_Island","ACS","10min",78.5,0.0138781610331461,1.04543383230589,-1.85766807754605
"10min_ACS_16_1",24,16,4.79604403135366,"16_1_ACS","Orpheus_Island","ACS","10min",78.5,0.299752751959604,-0.760746141677994,-0.523236821055188
"10min_ACS_16_1",48,32,5.75152993746181,"16_1_ACS","Orpheus_Island","ACS","10min",78.5,0.179735310545682,-0.459716146014013,-0.745366593627362
"10min_ACS_16_1",96,64,20.8713937130046,"16_1_ACS","Orpheus_Island","ACS","10min",78.5,0.326115526765696,-0.158686150350032,-0.48662852340154
"10min_ACS_16_1",192,128,31.104662878055,"16_1_ACS","Orpheus_Island","ACS","10min",78.5,0.243005178734805,0.142343845313949,-0.614384470961427
"10min_ACS_16_1",384,256,9.02731897775519,"16_1_ACS","Orpheus_Island","ACS","10min",78.5,0.0352629647568562,0.443373840977931,-1.45268117690867
"10min_ACS_16_1",768,512,35.275272949798,"16_1_ACS","Orpheus_Island","ACS","10min",78.5,0.0688970174800741,0.744403836641912,-1.16179957809211
"10min_ACS_16_2",24,16,5.44334600923819,"16_2_ACS","Orpheus_Island","ACS","10min",78.5,0.340209125577387,-0.760746141677994,-0.468254041297378
"10min_ACS_16_2",48,32,5.19396088454366,"16_2_ACS","Orpheus_Island","ACS","10min",78.5,0.162311277641989,-0.459716146014013,-0.789651303664052
"10min_ACS_16_2",96,64,16.9933652973952,"16_2_ACS","Orpheus_Island","ACS","10min",78.5,0.265521332771801,-0.158686150350032,-0.575900580673323
"10min_ACS_16_2",192,128,46.7021517311023,"16_2_ACS","Orpheus_Island","ACS","10min",78.5,0.364860560399237,0.142343845313949,-0.437873079158492
"10min_ACS_16_2",384,256,32.4262720741647,"16_2_ACS","Orpheus_Island","ACS","10min",78.5,0.126665125289706,0.443373840977931,-0.897342942962707
"10min_ACS_16_2",768,512,14.8278922628633,"16_2_ACS","Orpheus_Island","ACS","10min",78.5,0.0289607270759049,0.744403836641912,-1.53819053912235
"10min_ACS_16_2",1536,1024,42.6662927328754,"16_2_ACS","Orpheus_Island","ACS","10min",78.5,0.0416663014969486,1.04543383230589,-1.38021504791693
"10min_ACS_16_3",24,16,0.962076618056744,"16_3_ACS","Orpheus_Island","ACS","10min",78.5,0.0601297886285465,-0.760746141677994,-1.22091032280704
"10min_ACS_16_3",48,32,0.504311847133758,"16_3_ACS","Orpheus_Island","ACS","10min",78.5,0.0157597452229299,-0.459716146014013,-1.80245080773289
"10min_ACS_16_3",96,64,16.1312117016172,"16_3_ACS","Orpheus_Island","ACS","10min",78.5,0.252050182837769,-0.158686150350032,-0.598512983187523
"10min_ACS_16_3",192,128,18.3095090777418,"16_3_ACS","Orpheus_Island","ACS","10min",78.5,0.143043039669858,0.142343845313949,-0.844533269676375
"10min_ACS_16_3",384,256,3.57027208351369,"16_3_ACS","Orpheus_Island","ACS","10min",78.5,0.0139463753262254,0.443373840977931,-1.85553865119799
"10min_ACS_16_3",1536,1024,14.2112368979416,"16_3_ACS","Orpheus_Island","ACS","10min",78.5,0.0138781610331461,1.04543383230589,-1.85766807754605
"10min_ACS_16_4",24,16,2.11508815614233,"16_4_ACS","Orpheus_Island","ACS","10min",78.5,0.132193009758896,-0.760746141677994,-0.878791509323927
"10min_ACS_16_4",48,32,0.807850144379483,"16_4_ACS","Orpheus_Island","ACS","10min",78.5,0.0252453170118588,-0.459716146014013,-1.59781917138812
"10min_ACS_16_4",96,64,5.19265184487393,"16_4_ACS","Orpheus_Island","ACS","10min",78.5,0.0811351850761551,-0.158686150350032,-1.09079076883902
"10min_ACS_16_4",192,128,7.48271796950781,"16_4_ACS","Orpheus_Island","ACS","10min",78.5,0.0584587341367798,0.142343845313949,-1.23315059307307
"10min_ACS_16_4",384,256,16.2662358019776,"16_4_ACS","Orpheus_Island","ACS","10min",78.5,0.0635399836014748,0.443373840977931,-1.19695290159244
"10min_ACS_16_4",768,512,27.5665773187861,"16_4_ACS","Orpheus_Island","ACS","10min",78.5,0.0538409713257541,0.744403836641912,-1.26888711376161
"10min_HFY_11_1",12,8,0.373103720566389,"11_1_HFY","Orpheus_Island","HFY","10min",78.5,0.0466379650707987,-1.06177613734198,-1.33126040717278
"10min_HFY_11_1",24,16,0.857668409281355,"11_1_HFY","Orpheus_Island","HFY","10min",78.5,0.0536042755800847,-0.760746141677994,-1.27080056876278
"10min_HFY_11_1",48,32,0.565367448999437,"11_1_HFY","Orpheus_Island","HFY","10min",78.5,0.0176677327812324,-0.459716146014013,-1.75281917792813
"10min_HFY_11_1",96,64,12.6705469310082,"11_1_HFY","Orpheus_Island","HFY","10min",78.5,0.197977295797002,-0.158686150350032,-0.703384612139735
"10min_HFY_11_1",192,128,22.1309858867123,"11_1_HFY","Orpheus_Island","HFY","10min",78.5,0.17289832723994,0.142343845313949,-0.762209208426355
"10min_HFY_11_1",384,256,39.0702024561238,"11_1_HFY","Orpheus_Island","HFY","10min",78.5,0.152617978344234,0.443373840977931,-0.816394303630203
"10min_HFY_11_2",24,16,4.00022957017644,"11_2_HFY","Orpheus_Island","HFY","10min",78.5,0.250014348136027,-0.760746141677994,-0.602035066777988
"10min_HFY_11_2",96,64,9.55632107100907,"11_2_HFY","Orpheus_Island","HFY","10min",78.5,0.149317516734517,-0.158686150350032,-0.825889241337913
"10min_HFY_11_2",192,128,19.8310893256965,"11_2_HFY","Orpheus_Island","HFY","10min",78.5,0.154930385357004,0.142343845313949,-0.809863398904727
"10min_HFY_11_3",12,8,0.373103720566389,"11_3_HFY","Orpheus_Island","HFY","10min",78.5,0.0466379650707987,-1.06177613734198,-1.33126040717278
"10min_HFY_11_3",24,16,0.705235293154708,"11_3_HFY","Orpheus_Island","HFY","10min",78.5,0.0440772058221693,-0.760746141677994,-1.35578594443023
"10min_HFY_11_3",48,32,15.7609513612479,"11_3_HFY","Orpheus_Island","HFY","10min",78.5,0.492529730038997,-0.459716146014013,-0.307567549527403
"10min_HFY_11_3",96,64,36.68032670334,"11_3_HFY","Orpheus_Island","HFY","10min",78.5,0.573130104739688,-0.158686150350032,-0.241746778806353
"10min_HFY_11_3",192,128,10.469510687892,"11_3_HFY","Orpheus_Island","HFY","10min",78.5,0.0817930522491563,0.142343845313949,-1.0872835850573
"10min_HFY_11_3",768,512,9.25742122122748,"11_3_HFY","Orpheus_Island","HFY","10min",78.5,0.0180809008227099,0.744403836641912,-1.74277993599637
"10min_HFY_11_3",1536,1024,31.3794428864666,"11_3_HFY","Orpheus_Island","HFY","10min",78.5,0.0306439871938151,1.04543383230589,-1.51365472782488
"10min_HFY_11_4",12,8,0.186551860283195,"11_4_HFY","Orpheus_Island","HFY","10min",78.5,0.0233189825353993,-1.06177613734198,-1.63229040283676
"10min_HFY_11_4",24,16,3.79036646731998,"11_4_HFY","Orpheus_Island","HFY","10min",78.5,0.236897904207499,-0.760746141677994,-0.62543878138422
"10min_HFY_11_4",48,32,5.27440721403806,"11_4_HFY","Orpheus_Island","HFY","10min",78.5,0.164825225438689,-0.459716146014013,-0.782976321580244
"10min_HFY_11_4",96,64,10.6129130852308,"11_4_HFY","Orpheus_Island","HFY","10min",78.5,0.165826766956731,-0.158686150350032,-0.780345366407276
"10min_HFY_11_4",192,128,9.09113541264925,"11_4_HFY","Orpheus_Island","HFY","10min",78.5,0.0710244954113223,0.142343845313949,-1.14859184300956
"10min_HFY_11_4",384,256,3.87386551582994,"11_4_HFY","Orpheus_Island","HFY","10min",78.5,0.0151322871712107,0.443373840977931,-1.82009542552833
"10min_HFY_12_1",24,16,2.83330432367137,"12_1_HFY","Fantome_Island","HFY","10min",78.5,0.177081520229461,-0.760746141677994,-0.751826758296804
"10min_HFY_12_1",48,32,15.7539711817328,"12_1_HFY","Fantome_Island","HFY","10min",78.5,0.49231159942915,-0.459716146014013,-0.307759931627758
"10min_HFY_12_1",96,64,13.5679786330909,"12_1_HFY","Fantome_Island","HFY","10min",78.5,0.211999666142046,-0.158686150350032,-0.673664822999462
"10min_HFY_12_1",192,128,2.46216771551349,"12_1_HFY","Fantome_Island","HFY","10min",78.5,0.0192356852774492,0.142343845313949,-1.71589233720154
"10min_HFY_12_1",384,256,3.87939872611465,"12_1_HFY","Fantome_Island","HFY","10min",78.5,0.0151539012738854,0.443373840977931,-1.81947554646144
"10min_HFY_12_2",12,8,0.373103720566389,"12_2_HFY","Fantome_Island","HFY","10min",78.5,0.0466379650707987,-1.06177613734198,-1.33126040717278
"10min_HFY_12_2",24,16,2.71218329438097,"12_2_HFY","Fantome_Island","HFY","10min",78.5,0.16951145589881,-0.760746141677994,-0.770800946041919
"10min_HFY_12_2",48,32,23.2410872462092,"12_2_HFY","Fantome_Island","HFY","10min",78.5,0.726283976444036,-0.459716146014013,-0.138893537304528
"10min_HFY_12_2",96,64,31.1488362186018,"12_2_HFY","Fantome_Island","HFY","10min",78.5,0.486700565915654,-0.158686150350032,-0.312738148776212
"10min_HFY_12_2",192,128,12.9569653719632,"12_2_HFY","Fantome_Island","HFY","10min",78.5,0.101226291968462,0.142343845313949,-0.994706671549489
"10min_HFY_12_3",24,16,1.33013611098967,"12_3_HFY","Fantome_Island","HFY","10min",78.5,0.0831335069368543,-0.760746141677994,-1.08022389866087
"10min_HFY_12_3",48,32,14.0636080811944,"12_3_HFY","Fantome_Island","HFY","10min",78.5,0.439487752537324,-0.459716146014013,-0.357053223160336
"10min_HFY_12_3",96,64,21.9641843139286,"12_3_HFY","Fantome_Island","HFY","10min",78.5,0.343190379905134,-0.158686150350032,-0.464464894519929
"10min_HFY_12_3",192,128,6.6103631085655,"12_3_HFY","Fantome_Island","HFY","10min",78.5,0.051643461785668,0.142343845313949,-1.28698465362439
"10min_HFY_12_4",12,8,0.373103720566389,"12_4_HFY","Fantome_Island","HFY","10min",78.5,0.0466379650707987,-1.06177613734198,-1.33126040717278
"10min_HFY_12_4",24,16,2.41537899115198,"12_4_HFY","Fantome_Island","HFY","10min",78.5,0.150961186946999,-0.760746141677994,-0.821134698147144
"10min_HFY_12_4",48,32,4.72912280812865,"12_4_HFY","Fantome_Island","HFY","10min",78.5,0.14778508775402,-0.459716146014013,-0.830369386190696
"10min_HFY_12_4",96,64,24.1583075045518,"12_4_HFY","Fantome_Island","HFY","10min",78.5,0.377473554758622,-0.158686150350032,-0.4231134690009
"10min_HFY_12_4",768,512,7.99779872611465,"12_4_HFY","Fantome_Island","HFY","10min",78.5,0.0156207006369427,0.744403836641912,-1.80629949056538
"10min_HFY_13_1",24,16,3.20454054539349,"13_1_HFY","Fantome_Island","HFY","10min",78.5,0.200283784087093,-0.760746141677994,-0.698354211797701
"10min_HFY_13_1",48,32,5.51519837284459,"13_1_HFY","Fantome_Island","HFY","10min",78.5,0.172349949151393,-0.459716146014013,-0.763588840386422
"10min_HFY_13_1",96,64,4.60293345912987,"13_1_HFY","Fantome_Island","HFY","10min",78.5,0.0719208352989042,-0.158686150350032,-1.14314527728709
"10min_HFY_13_1",192,128,17.2132009565769,"13_1_HFY","Fantome_Island","HFY","10min",78.5,0.134478132473257,0.142343845313949,-0.871348330667567
"10min_HFY_13_2",24,16,2.09435561678404,"13_2_HFY","Fantome_Island","HFY","10min",78.5,0.130897226049002,-0.760746141677994,-0.883069556844021
"10min_HFY_13_2",48,32,4.13687772686197,"13_2_HFY","Fantome_Island","HFY","10min",78.5,0.129277428964437,-0.459716146014013,-0.888477293618229
"10min_HFY_13_2",96,64,2.52885501175828,"13_2_HFY","Fantome_Island","HFY","10min",78.5,0.0395133595587231,-0.158686150350032,-1.40325604357122
"10min_HFY_13_2",192,128,13.6690858641349,"13_2_HFY","Fantome_Island","HFY","10min",78.5,0.106789733313554,0.142343845313949,-0.971470498052738
"10min_HFY_13_2",384,256,6.24248383062517,"13_2_HFY","Fantome_Island","HFY","10min",78.5,0.0243847024633796,0.443373840977931,-1.61288253920306
"10min_HFY_13_2",768,512,9.81522751952207,"13_2_HFY","Fantome_Island","HFY","10min",78.5,0.0191703662490665,0.744403836641912,-1.71736958986429
"10min_HFY_13_3",12,8,0.373103720566389,"13_3_HFY","Fantome_Island","HFY","10min",78.5,0.0466379650707987,-1.06177613734198,-1.33126040717278
"10min_HFY_13_3",24,16,4.79546143962834,"13_3_HFY","Fantome_Island","HFY","10min",78.5,0.299716339976771,-0.760746141677994,-0.523289579482442
"10min_HFY_13_3",48,32,4.90163720249577,"13_3_HFY","Fantome_Island","HFY","10min",78.5,0.153176162577993,-0.459716146014013,-0.814808814770835
